,ntoskrnl.exe,ntoskrnl.exe.1
57564,122.0,118
57565,122.0,89
57566,122.0,26
57567,34.0,89
57568,152.0,22
57569,122.0,98
57570,152.0,118
57571,122.0,99
57572,177.0,118
57573,122.0,94
57574,26.0,116
57575,137.0,35
57576,182.0,89
57577,27.0,130
57578,27.0,35
57579,177.0,118
57580,152.0,118
57581,55.0,118
57582,184.0,116
57583,182.0,89
57584,137.0,35
57585,179.0,89
57586,177.0,157
57587,159.0,27
57588,27.0,118
57589,30.0,159
57590,30.0,180
57591,127.0,150
57592,179.0,35
57593,42.0,34
57594,162.0,98
57595,162.0,99
57596,55.0,27
57597,180.0,170
57598,182.0,40
57599,59.0,179
57600,176.0,179
57601,179.0,179
57602,139.0,179
57603,41.0,27
57604,143.0,159
57605,143.0,118
57606,152.0,26
57607,59.0,94
57608,59.0,116
57609,162.0,35
57610,59.0,22
57611,162.0,89
57612,55.0,98
57613,179.0,130
57614,179.0,99
57615,27.0,88
57616,165.0,130
57617,122.0,35
57618,179.0,94
57619,122.0,116
57620,122.0,35
57621,59.0,88
57622,59.0,157
57623,34.0,1
57624,152.0,88
57625,122.0,1
57626,59.0,35
57627,152.0,1
57628,122.0,167
57629,122.0,1
57630,177.0,130
57631,177.0,1
57632,59.0,35
57633,59.0,35
57634,159.0,118
57635,59.0,1
57636,26.0,35
57637,179.0,118
57638,27.0,118
57639,59.0,152
57640,159.0,89
57641,180.0,152
57642,27.0,89
57643,59.0,35
57644,30.0,176
57645,59.0,139
57646,30.0,118
57647,59.0,22
57648,179.0,98
57649,59.0,118
57650,179.0,99
57651,179.0,94
57652,179.0,116
57653,179.0,35
57654,59.0,89
57655,179.0,130
57656,8.0,35
57657,176.0,118
57658,179.0,118
57659,179.0,118
57660,41.0,89
57661,179.0,89
57662,179.0,116
57663,179.0,118
57664,59.0,116
57665,179.0,35
57666,179.0,118
57667,35.0,157
57668,179.0,94
57669,41.0,27
57670,179.0,116
57671,179.0,159
57672,179.0,180
57673,59.0,27
57674,179.0,35
57675,179.0,27
57676,179.0,159
57677,35.0,89
57678,179.0,26
57679,41.0,130
57680,179.0,118
57681,179.0,27
57682,59.0,159
57683,179.0,180
57684,179.0,55
57685,35.0,159
57686,179.0,118
57687,41.0,180
57688,127.0,94
57689,59.0,116
57690,35.0,179
57691,162.0,35
57692,41.0,179
57693,162.0,89
57694,55.0,179
57695,59.0,130
57696,179.0,179
57697,179.0,35
57698,35.0,179
57699,179.0,118
57700,41.0,179
57701,179.0,89
57702,179.0,179
57703,179.0,92
57704,179.0,179
57705,59.0,114
57706,179.0,179
57707,35.0,179
57708,41.0,35
57709,179.0,179
57710,179.0,98
57711,179.0,179
57712,59.0,179
57713,179.0,99
57714,35.0,179
57715,162.0,118
57716,41.0,179
57717,162.0,89
57718,55.0,179
57719,165.0,179
57720,59.0,179
57721,122.0,118
57722,35.0,179
57723,122.0,89
57724,41.0,179
57725,122.0,35
57726,34.0,179
57727,152.0,118
57728,59.0,89
57729,122.0,179
57730,152.0,179
57731,35.0,118
57732,122.0,179
57733,177.0,118
57734,122.0,179
57735,137.0,118
57736,179.0,179
57737,182.0,89
57738,179.0,179
57739,179.0,89
57740,177.0,179
57741,179.0,179
57742,41.0,179
57743,179.0,118
57744,179.0,179
57745,179.0,89
57746,179.0,118
57747,59.0,94
57748,179.0,118
57749,179.0,116
57750,35.0,35
57751,179.0,89
57752,41.0,89
57753,179.0,130
57754,179.0,88
57755,179.0,35
57756,59.0,118
57757,179.0,89
57758,179.0,130
57759,35.0,35
57760,179.0,118
57761,41.0,94
57762,179.0,89
57763,179.0,116
57764,59.0,35
57765,35.0,88
57766,41.0,35
57767,59.0,35
57768,30.0,130
57769,30.0,130
57770,35.0,88
57771,30.0,179
57772,41.0,179
57773,30.0,179
57774,30.0,179
57775,30.0,35
57776,59.0,179
57777,66.0,167
57778,30.0,179
57779,35.0,179
57780,41.0,130
57781,30.0,179
57782,30.0,35
57783,59.0,35
57784,30.0,179
57785,35.0,118
57786,41.0,179
57787,9.0,179
57788,127.0,118
57789,59.0,179
57790,35.0,118
57791,162.0,179
57792,118.0,89
57793,89.0,179
57794,162.0,89
57795,55.0,179
57796,130.0,130
57797,35.0,105
57798,98.0,118
57799,99.0,118
57800,9.0,94
57801,98.0,86
57802,99.0,116
57803,98.0,35
57804,99.0,89
57805,157.0,49
57806,162.0,130
57807,17.0,35
57808,162.0,80
57809,55.0,118
57810,165.0,123
57811,122.0,118
57812,122.0,35
57813,122.0,118
57814,34.0,35
57815,152.0,89
57816,122.0,89
57817,152.0,104
57818,122.0,104
57819,177.0,118
57820,122.0,122
57821,177.0,35
57822,157.0,118
57823,27.0,171
57824,9.0,94
57825,68.0,116
57826,30.0,35
57827,30.0,130
57828,30.0,89
57829,30.0,130
57830,30.0,35
57831,30.0,118
57832,66.0,41
57833,30.0,118
57834,30.0,118
57835,30.0,89
57836,30.0,41
57837,30.0,89
57838,30.0,118
57839,30.0,171
57840,30.0,118
57841,30.0,94
57842,127.0,116
57843,162.0,35
57844,162.0,89
57845,55.0,130
57846,30.0,114
57847,66.0,88
57848,30.0,156
57849,30.0,105
57850,30.0,130
57851,30.0,114
57852,9.0,35
57853,162.0,156
57854,162.0,94
57855,55.0,114
57856,9.0,116
57857,127.0,35
57858,162.0,156
57859,162.0,88
57860,55.0,105
57861,68.0,88
57862,30.0,114
57863,30.0,156
57864,30.0,35
57865,30.0,114
57866,30.0,167
57867,30.0,156
57868,66.0,105
57869,30.0,130
57870,162.0,35
57871,162.0,35
57872,55.0,118
57873,165.0,118
57874,122.0,86
57875,122.0,118
57876,172.0,89
57877,122.0,89
57878,34.0,108
57879,152.0,118
57880,122.0,118
57881,152.0,94
57882,122.0,35
57883,122.0,114
57884,177.0,30
57885,137.0,30
57886,177.0,156
57887,30.0,177
57888,30.0,114
57889,30.0,116
57890,131.0,35
57891,131.0,156
57892,30.0,89
57893,30.0,105
57894,30.0,130
57895,30.0,35
57896,30.0,118
57897,30.0,118
57898,66.0,86
57899,30.0,118
57900,30.0,89
57901,30.0,89
57902,30.0,108
57903,30.0,118
57904,30.0,118
57905,30.0,35
57906,30.0,94
57907,30.0,114
57908,30.0,116
57909,66.0,35
57910,30.0,89
57911,30.0,156
57912,30.0,130
57913,30.0,114
57914,179.0,118
57915,179.0,156
57916,179.0,118
57917,179.0,105
57918,179.0,94
57919,179.0,116
57920,179.0,35
57921,179.0,114
57922,179.0,89
57923,179.0,130
57924,165.0,156
57925,127.0,114
57926,162.0,35
57927,162.0,118
57928,55.0,156
57929,179.0,89
57930,179.0,105
57931,179.0,92
57932,179.0,114
57933,179.0,114
57934,179.0,35
57935,179.0,98
57936,179.0,156
57937,179.0,99
57938,179.0,41
57939,179.0,118
57940,179.0,89
57941,179.0,60
57942,179.0,118
57943,179.0,27
57944,179.0,89
57945,30.0,35
57946,162.0,118
57947,162.0,89
57948,55.0,118
57949,122.0,27
57950,122.0,159
57951,122.0,26
57952,34.0,118
57953,152.0,118
57954,122.0,27
57955,152.0,159
57956,122.0,89
57957,177.0,180
57958,179.0,89
57959,179.0,118
57960,179.0,118
57961,179.0,30
57962,179.0,30
57963,179.0,27
57964,179.0,177
57965,179.0,94
57966,179.0,116
57967,179.0,35
57968,179.0,89
57969,165.0,130
57970,122.0,88
57971,122.0,27
57972,122.0,159
57973,34.0,26
57974,172.0,27
57975,152.0,130
57976,122.0,27
57977,152.0,35
57978,122.0,94
57979,177.0,159
57980,179.0,116
57981,179.0,180
57982,179.0,35
57983,179.0,88
57984,179.0,27
57985,179.0,159
57986,179.0,88
57987,131.0,26
57988,131.0,27
57989,30.0,27
57990,64.0,35
57991,131.0,167
57992,152.0,159
57993,182.0,180
57994,179.0,130
57995,137.0,35
57996,182.0,35
57997,177.0,27
57998,177.0,118
57999,9.0,159
58000,122.0,118
58001,127.0,26
58002,177.0,118
58003,162.0,89
58004,162.0,27
58005,55.0,89
58006,182.0,98
58007,137.0,99
58008,177.0,118
58009,179.0,98
58010,162.0,99
58011,162.0,118
58012,55.0,98
58013,179.0,94
58014,179.0,99
58015,9.0,157
58016,68.0,116
58017,9.0,17
58018,9.0,35
58019,9.0,89
58020,179.0,130
58021,88.0,35
58022,88.0,118
58023,88.0,118
58024,130.0,118
58025,130.0,89
58026,179.0,89
58027,179.0,157
58028,179.0,118
58029,179.0,9
58030,165.0,118
58031,122.0,60
58032,122.0,94
58033,122.0,116
58034,34.0,27
58035,152.0,35
58036,122.0,89
58037,152.0,159
58038,122.0,130
58039,122.0,180
58040,177.0,35
58041,137.0,118
58042,182.0,118
58043,127.0,118
58044,177.0,89
58045,162.0,89
58046,162.0,27
58047,55.0,159
58048,118.0,26
58049,89.0,118
58050,154.0,12
58051,118.0,118
58052,63.0,94
58053,162.0,27
58054,162.0,116
58055,55.0,35
58056,63.0,10
58057,63.0,89
58058,63.0,130
58059,63.0,180
58060,63.0,88
58061,63.0,27
58062,63.0,27
58063,63.0,27
58064,63.0,180
58065,30.0,130
58066,63.0,27
58067,30.0,35
58068,63.0,94
58069,165.0,27
58070,127.0,116
58071,162.0,159
58072,162.0,35
58073,55.0,26
58074,63.0,88
58075,63.0,22
58076,63.0,98
58077,63.0,88
58078,162.0,99
58079,162.0,35
58080,55.0,167
58081,122.0,130
58082,122.0,35
58083,172.0,35
58084,122.0,118
58085,34.0,118
58086,152.0,118
58087,122.0,89
58088,152.0,116
58089,122.0,89
58090,122.0,157
58091,177.0,116
58092,165.0,35
58093,177.0,118
58094,122.0,22
58095,122.0,98
58096,122.0,118
58097,34.0,99
58098,152.0,94
58099,122.0,116
58100,152.0,35
58101,122.0,89
58102,122.0,130
58103,177.0,35
58104,137.0,118
58105,63.0,118
58106,63.0,118
58107,177.0,89
58108,63.0,89
58109,63.0,116
58110,63.0,118
58111,63.0,35
58112,63.0,118
58113,63.0,4
58114,63.0,94
58115,63.0,116
58116,63.0,35
58117,63.0,89
58118,63.0,157
58119,63.0,130
58120,63.0,118
58121,63.0,27
58122,165.0,159
58123,122.0,118
58124,122.0,180
58125,122.0,94
58126,34.0,27
58127,152.0,116
58128,122.0,35
58129,152.0,27
58130,122.0,89
58131,177.0,159
58132,30.0,26
58133,30.0,130
58134,63.0,35
58135,30.0,22
58136,63.0,118
58137,63.0,98
58138,30.0,89
58139,63.0,99
58140,30.0,92
58141,30.0,114
58142,127.0,35
58143,30.0,98
58144,30.0,99
58145,30.0,118
58146,162.0,89
58147,30.0,118
58148,162.0,116
58149,55.0,89
58150,118.0,157
58151,89.0,35
58152,63.0,35
58153,63.0,118
58154,63.0,98
58155,130.0,89
58156,63.0,99
58157,162.0,118
58158,35.0,22
58159,162.0,98
58160,55.0,118
58161,63.0,99
58162,63.0,118
58163,30.0,89
58164,63.0,89
58165,30.0,118
58166,63.0,118
58167,30.0,94
58168,63.0,116
58169,30.0,35
58170,63.0,89
58171,30.0,130
58172,63.0,157
58173,30.0,116
58174,63.0,105
58175,177.0,116
58176,63.0,116
58177,63.0,35
58178,63.0,131
58179,63.0,27
58180,63.0,35
58181,63.0,159
58182,63.0,118
58183,63.0,180
58184,63.0,118
58185,63.0,118
58186,63.0,27
58187,63.0,89
58188,63.0,27
58189,63.0,89
58190,63.0,159
58191,63.0,26
58192,63.0,118
58193,63.0,22
58194,63.0,118
58195,63.0,98
58196,63.0,94
58197,35.0,99
58198,9.0,116
58199,179.0,35
58200,118.0,89
58201,89.0,130
58202,127.0,35
58203,162.0,118
58204,162.0,118
58205,55.0,118
58206,154.0,89
58207,130.0,89
58208,130.0,116
58209,35.0,157
58210,42.0,35
58211,162.0,118
58212,162.0,22
58213,55.0,118
58214,165.0,36
58215,122.0,94
58216,122.0,157
58217,122.0,116
58218,34.0,27
58219,172.0,35
58220,31.0,159
58221,152.0,89
58222,122.0,180
58223,182.0,130
58224,152.0,35
58225,122.0,27
58226,177.0,118
58227,177.0,27
58228,122.0,159
58229,177.0,118
58230,113.0,26
58231,137.0,118
58232,49.0,89
58233,80.0,22
58234,165.0,89
58235,122.0,98
58236,122.0,99
58237,122.0,118
58238,34.0,118
58239,152.0,94
58240,122.0,116
58241,152.0,35
58242,122.0,89
58243,122.0,130
58244,177.0,105
58245,137.0,116
58246,177.0,131
58247,9.0,157
58248,55.0,35
58249,152.0,116
58250,184.0,118
58251,182.0,35
58252,137.0,22
58253,137.0,118
58254,182.0,118
58255,177.0,98
58256,127.0,99
58257,179.0,89
58258,162.0,89
58259,162.0,118
58260,55.0,118
58261,137.0,94
58262,177.0,116
58263,118.0,35
58264,89.0,89
58265,162.0,130
58266,162.0,35
58267,182.0,118
58268,162.0,116
58269,55.0,35
58270,177.0,118
58271,165.0,4
58272,122.0,118
58273,122.0,89
58274,122.0,89
58275,34.0,157
58276,152.0,118
58277,122.0,27
58278,152.0,159
58279,122.0,118
58280,122.0,180
58281,177.0,94
58282,177.0,27
58283,165.0,116
58284,122.0,35
58285,122.0,27
58286,122.0,89
58287,34.0,159
58288,152.0,130
58289,122.0,26
58290,152.0,118
58291,122.0,22
58292,122.0,118
58293,177.0,98
58294,137.0,94
58295,152.0,99
58296,177.0,116
58297,182.0,35
58298,137.0,89
58299,182.0,130
58300,177.0,35
58301,177.0,118
58302,182.0,89
58303,179.0,92
58304,137.0,114
58305,177.0,35
58306,154.0,98
58307,130.0,116
58308,130.0,99
58309,130.0,157
58310,130.0,118
58311,130.0,89
58312,130.0,35
58313,130.0,98
58314,130.0,99
58315,130.0,22
58316,130.0,118
58317,130.0,98
58318,130.0,89
58319,130.0,99
58320,127.0,35
58321,162.0,118
58322,162.0,89
58323,55.0,118
58324,130.0,118
58325,130.0,118
58326,162.0,89
58327,162.0,89
58328,55.0,118
58329,165.0,157
58330,122.0,118
58331,122.0,116
58332,122.0,94
58333,34.0,116
58334,152.0,116
58335,122.0,116
58336,152.0,35
58337,122.0,35
58338,122.0,89
58339,177.0,27
58340,177.0,130
58341,130.0,159
58342,130.0,180
58343,35.0,88
58344,118.0,27
58345,89.0,27
58346,154.0,159
58347,118.0,130
58348,62.0,26
58349,62.0,35
58350,62.0,94
58351,62.0,22
58352,118.0,116
58353,89.0,98
58354,35.0,35
58355,9.0,99
58356,9.0,88
58357,9.0,88
58358,9.0,35
58359,9.0,167
58360,9.0,130
58361,152.0,35
58362,30.0,35
58363,127.0,116
58364,162.0,157
58365,162.0,118
58366,55.0,35
58367,30.0,118
58368,30.0,22
58369,30.0,118
58370,30.0,36
58371,131.0,89
58372,30.0,157
58373,30.0,89
58374,30.0,27
58375,162.0,159
58376,162.0,180
58377,55.0,118
58378,165.0,89
58379,122.0,118
58380,122.0,94
58381,122.0,118
58382,34.0,116
58383,152.0,89
58384,122.0,35
58385,152.0,89
58386,122.0,35
58387,122.0,130
58388,177.0,130
58389,137.0,35
58390,30.0,35
58391,182.0,27
58392,30.0,118
58393,177.0,27
58394,152.0,159
58395,182.0,118
58396,137.0,26
58397,179.0,118
58398,177.0,22
58399,9.0,89
58400,30.0,98
58401,30.0,89
58402,30.0,99
58403,30.0,118
58404,30.0,118
58405,118.0,94
58406,89.0,116
58407,154.0,35
58408,118.0,89
58409,89.0,130
58410,127.0,35
58411,162.0,118
58412,162.0,116
58413,55.0,157
58414,35.0,118
58415,162.0,116
58416,162.0,118
58417,55.0,35
58418,165.0,89
58419,122.0,22
58420,122.0,89
58421,122.0,98
58422,34.0,99
58423,152.0,118
58424,122.0,118
58425,152.0,94
58426,122.0,116
58427,122.0,35
58428,177.0,89
58429,177.0,130
58430,30.0,88
58431,30.0,116
58432,30.0,130
58433,30.0,35
58434,30.0,35
58435,30.0,4
58436,30.0,94
58437,30.0,116
58438,30.0,35
58439,30.0,88
58440,30.0,157
58441,30.0,27
58442,30.0,159
58443,30.0,88
58444,30.0,180
58445,30.0,27
58446,30.0,35
58447,30.0,27
58448,30.0,159
58449,30.0,167
58450,30.0,26
58451,30.0,130
58452,127.0,22
58453,162.0,35
58454,162.0,98
58455,55.0,99
58456,30.0,35
58457,162.0,118
58458,162.0,118
58459,55.0,118
58460,30.0,116
58461,30.0,89
58462,30.0,157
58463,98.0,89
58464,99.0,35
58465,93.0,27
58466,94.0,118
58467,61.0,159
58468,35.0,180
58469,1.0,118
58470,35.0,27
58471,118.0,94
58472,89.0,27
58473,130.0,116
58474,35.0,159
58475,114.0,26
58476,85.0,35
58477,114.0,89
58478,85.0,22
58479,90.0,130
58480,35.0,98
58481,114.0,35
58482,90.0,99
58483,118.0,118
58484,89.0,118
58485,30.0,118
58486,30.0,89
58487,30.0,89
58488,127.0,118
58489,162.0,118
58490,162.0,94
58491,55.0,116
58492,30.0,116
58493,30.0,157
58494,30.0,35
58495,30.0,35
58496,30.0,89
58497,55.0,22
58498,184.0,130
58499,162.0,36
58500,162.0,118
58501,55.0,157
58502,165.0,27
58503,122.0,118
58504,122.0,159
58505,122.0,94
58506,35.0,180
58507,34.0,116
58508,152.0,98
58509,122.0,35
58510,152.0,99
58511,122.0,89
58512,122.0,98
58513,177.0,99
58514,137.0,130
58515,165.0,35
58516,122.0,22
58517,182.0,98
58518,122.0,118
58519,177.0,99
58520,122.0,89
58521,34.0,92
58522,152.0,114
58523,122.0,35
58524,152.0,98
58525,122.0,99
58526,122.0,118
58527,177.0,89
58528,177.0,118
58529,152.0,89
58530,182.0,116
58531,179.0,35
58532,137.0,116
58533,177.0,118
58534,30.0,35
58535,118.0,157
58536,89.0,89
58537,127.0,27
58538,162.0,118
58539,162.0,20
58540,55.0,98
58541,139.0,118
58542,30.0,99
58543,30.0,118
58544,30.0,98
58545,30.0,89
58546,30.0,99
58547,30.0,89
58548,30.0,98
58549,162.0,99
58550,162.0,157
58551,55.0,118
58552,165.0,17
58553,122.0,118
58554,122.0,94
58555,122.0,116
58556,34.0,35
58557,152.0,89
58558,122.0,130
58559,152.0,88
58560,122.0,30
58561,122.0,157
58562,177.0,30
58563,137.0,177
58564,165.0,27
58565,182.0,159
58566,122.0,180
58567,122.0,130
58568,177.0,35
58569,122.0,94
58570,34.0,116
58571,152.0,35
58572,122.0,88
58573,152.0,142
58574,122.0,177
58575,122.0,88
58576,177.0,142
58577,177.0,164
58578,30.0,180
58579,30.0,175
58580,30.0,35
58581,30.0,167
58582,152.0,35
58583,182.0,153
58584,179.0,130
58585,137.0,35
58586,177.0,35
58587,127.0,113
58588,162.0,118
58589,162.0,118
58590,55.0,118
58591,30.0,86
58592,30.0,89
58593,30.0,89
58594,162.0,35
58595,162.0,118
58596,55.0,118
58597,165.0,94
58598,122.0,116
58599,122.0,86
58600,122.0,35
58601,172.0,89
58602,122.0,35
58603,34.0,130
58604,152.0,35
58605,122.0,118
58606,152.0,118
58607,122.0,118
58608,122.0,89
58609,177.0,89
58610,137.0,86
58611,30.0,118
58612,182.0,113
58613,30.0,118
58614,177.0,94
58615,30.0,116
58616,30.0,88
58617,9.0,35
58618,30.0,89
58619,30.0,130
58620,30.0,118
58621,182.0,35
58622,137.0,63
58623,177.0,118
58624,30.0,130
58625,30.0,35
58626,30.0,118
58627,30.0,88
58628,30.0,118
58629,30.0,89
58630,30.0,89
58631,30.0,35
58632,30.0,118
58633,30.0,113
58634,30.0,118
58635,127.0,69
58636,162.0,94
58637,162.0,116
58638,55.0,86
58639,30.0,35
58640,30.0,89
58641,30.0,35
58642,30.0,130
58643,30.0,88
58644,30.0,130
58645,30.0,35
58646,30.0,86
58647,30.0,94
58648,162.0,116
58649,162.0,35
58650,55.0,35
58651,165.0,88
58652,122.0,88
58653,122.0,86
58654,172.0,35
58655,122.0,167
58656,34.0,69
58657,152.0,30
58658,122.0,30
58659,152.0,130
58660,122.0,177
58661,122.0,27
58662,177.0,130
58663,165.0,159
58664,177.0,26
58665,122.0,130
58666,122.0,167
58667,127.0,130
58668,162.0,27
58669,162.0,60
58670,55.0,130
58671,30.0,27
58672,30.0,35
58673,30.0,159
58674,30.0,35
58675,30.0,26
58676,30.0,118
58677,30.0,22
58678,30.0,118
58679,162.0,98
58680,162.0,118
58681,55.0,99
58682,122.0,89
58683,34.0,89
58684,152.0,118
58685,122.0,118
58686,172.0,94
58687,152.0,116
58688,122.0,35
58689,122.0,89
58690,177.0,130
58691,137.0,35
58692,165.0,116
58693,182.0,118
58694,122.0,157
58695,122.0,116
58696,177.0,118
58697,122.0,35
58698,34.0,118
58699,152.0,89
58700,122.0,22
58701,152.0,89
58702,122.0,98
58703,122.0,99
58704,177.0,118
58705,177.0,118
58706,30.0,94
58707,30.0,116
58708,30.0,35
58709,30.0,89
58710,30.0,130
58711,30.0,118
58712,30.0,118
58713,30.0,94
58714,30.0,116
58715,30.0,116
58716,30.0,35
58717,30.0,35
58718,30.0,4
58719,30.0,89
58720,30.0,130
58721,30.0,35
58722,30.0,118
58723,30.0,157
58724,30.0,89
58725,30.0,27
58726,127.0,92
58727,162.0,159
58728,162.0,180
58729,55.0,27
58730,30.0,180
58731,30.0,114
58732,30.0,27
58733,30.0,35
58734,30.0,159
58735,30.0,98
58736,30.0,26
58737,162.0,99
58738,162.0,118
58739,55.0,89
58740,165.0,22
58741,122.0,98
58742,122.0,99
58743,122.0,118
58744,34.0,89
58745,152.0,35
58746,122.0,118
58747,152.0,89
58748,122.0,118
58749,177.0,118
58750,122.0,118
58751,137.0,89
58752,30.0,89
58753,30.0,116
58754,177.0,157
58755,30.0,118
58756,30.0,35
58757,30.0,118
58758,30.0,98
58759,30.0,99
58760,30.0,94
58761,30.0,22
58762,30.0,116
58763,30.0,98
58764,30.0,35
58765,30.0,99
58766,30.0,89
58767,88.0,130
58768,130.0,88
58769,35.0,130
58770,88.0,35
58771,130.0,94
58772,35.0,116
58773,88.0,35
58774,130.0,88
58775,35.0,157
58776,171.0,116
58777,30.0,88
58778,30.0,116
58779,30.0,116
58780,30.0,35
58781,30.0,35
58782,30.0,167
58783,127.0,27
58784,55.0,159
58785,184.0,180
58786,162.0,27
58787,162.0,130
58788,55.0,27
58789,108.0,35
58790,30.0,159
58791,35.0,35
58792,30.0,26
58793,30.0,118
58794,162.0,22
58795,162.0,118
58796,35.0,98
58797,55.0,118
58798,165.0,99
58799,122.0,89
58800,122.0,89
58801,122.0,118
58802,34.0,118
58803,152.0,94
58804,122.0,116
58805,152.0,35
58806,122.0,89
58807,177.0,130
58808,30.0,35
58809,30.0,118
58810,30.0,116
58811,30.0,157
58812,30.0,118
58813,30.0,35
58814,30.0,118
58815,105.0,22
58816,105.0,89
58817,42.0,36
58818,49.0,89
58819,80.0,157
58820,35.0,27
58821,35.0,159
58822,42.0,180
58823,49.0,27
58824,80.0,118
58825,35.0,27
58826,131.0,159
58827,131.0,118
58828,131.0,26
58829,131.0,94
58830,131.0,116
58831,127.0,35
58832,162.0,22
58833,162.0,89
58834,55.0,98
58835,30.0,99
58836,162.0,130
58837,162.0,35
58838,31.0,118
58839,55.0,118
58840,182.0,118
58841,165.0,89
58842,122.0,89
58843,177.0,118
58844,122.0,118
58845,122.0,94
58846,177.0,116
58847,122.0,35
58848,34.0,89
58849,152.0,130
58850,127.0,116
58851,162.0,88
58852,162.0,157
58853,55.0,116
58854,30.0,35
58855,162.0,22
58856,162.0,130
58857,55.0,98
58858,122.0,35
58859,172.0,99
58860,152.0,94
58861,122.0,116
58862,122.0,35
58863,177.0,88
58864,137.0,88
58865,165.0,35
58866,122.0,167
58867,177.0,116
58868,122.0,130
58869,122.0,35
58870,34.0,4
58871,152.0,35
58872,122.0,35
58873,172.0,118
58874,152.0,118
58875,122.0,118
58876,127.0,157
58877,162.0,89
58878,162.0,27
58879,55.0,89
58880,162.0,159
58881,162.0,180
58882,55.0,27
58883,177.0,27
58884,165.0,159
58885,122.0,118
58886,122.0,26
58887,122.0,118
58888,34.0,22
58889,172.0,94
58890,152.0,98
58891,122.0,116
58892,152.0,99
58893,122.0,35
58894,177.0,89
58895,131.0,130
58896,131.0,35
58897,31.0,118
58898,30.0,118
58899,30.0,118
58900,182.0,89
58901,165.0,89
58902,122.0,118
58903,177.0,116
58904,122.0,157
58905,127.0,118
58906,177.0,35
58907,162.0,94
58908,162.0,98
58909,55.0,116
58910,30.0,99
58911,30.0,22
58912,30.0,35
58913,30.0,98
58914,30.0,89
58915,30.0,99
58916,30.0,130
58917,152.0,35
58918,182.0,118
58919,179.0,118
58920,162.0,118
58921,162.0,89
58922,55.0,89
58923,122.0,118
58924,122.0,118
58925,34.0,157
58926,152.0,94
58927,122.0,116
58928,152.0,116
58929,122.0,116
58930,122.0,35
58931,177.0,116
58932,137.0,89
58933,137.0,35
58934,137.0,130
58935,152.0,27
58936,182.0,118
58937,177.0,159
58938,137.0,180
58939,137.0,27
58940,182.0,35
58941,177.0,118
58942,179.0,27
58943,127.0,94
58944,162.0,116
58945,162.0,159
58946,55.0,35
58947,162.0,26
58948,162.0,89
58949,55.0,22
58950,165.0,130
58951,122.0,35
58952,122.0,98
58953,122.0,99
58954,34.0,118
58955,152.0,89
58956,122.0,92
58957,152.0,114
58958,122.0,35
58959,177.0,98
58960,165.0,99
58961,122.0,118
58962,122.0,89
58963,122.0,116
58964,34.0,118
58965,172.0,89
58966,152.0,157
58967,122.0,35
58968,152.0,35
58969,122.0,22
58970,177.0,118
58971,137.0,89
58972,182.0,36
58973,177.0,157
58974,177.0,118
58975,152.0,27
58976,122.0,118
58977,182.0,159
58978,177.0,180
58979,137.0,89
58980,179.0,113
58981,177.0,118
58982,127.0,89
58983,162.0,69
58984,162.0,35
58985,55.0,86
58986,55.0,130
58987,184.0,35
58988,108.0,35
58989,35.0,98
58990,162.0,99
58991,162.0,98
58992,55.0,99
58993,108.0,22
58994,35.0,98
58995,108.0,99
58996,30.0,86
58997,165.0,35
58998,122.0,86
58999,122.0,69
59000,122.0,116
59001,34.0,116
59002,152.0,35
59003,122.0,130
59004,152.0,157
59005,122.0,27
59006,122.0,130
59007,177.0,159
59008,137.0,180
59009,182.0,20
59010,30.0,98
59011,177.0,118
59012,152.0,99
59013,182.0,89
59014,179.0,98
59015,137.0,89
59016,177.0,99
59017,30.0,98
59018,30.0,99
59019,30.0,157
59020,30.0,118
59021,30.0,17
59022,30.0,118
59023,30.0,94
59024,30.0,116
59025,127.0,35
59026,162.0,89
59027,162.0,130
59028,55.0,105
59029,30.0,157
59030,30.0,131
59031,30.0,35
59032,162.0,27
59033,162.0,118
59034,55.0,27
59035,30.0,130
59036,30.0,159
59037,30.0,167
59038,30.0,26
59039,30.0,130
59040,30.0,35
59041,5.0,27
59042,30.0,118
59043,30.0,27
59044,30.0,118
59045,165.0,159
59046,122.0,26
59047,122.0,89
59048,122.0,89
59049,34.0,22
59050,152.0,98
59051,122.0,118
59052,152.0,99
59053,122.0,118
59054,122.0,94
59055,177.0,116
59056,177.0,35
59057,30.0,89
59058,30.0,130
59059,30.0,35
59060,30.0,118
59061,30.0,118
59062,30.0,118
59063,64.0,116
59064,127.0,89
59065,162.0,157
59066,162.0,89
59067,55.0,116
59068,30.0,35
59069,30.0,22
59070,30.0,98
59071,30.0,118
59072,30.0,99
59073,30.0,118
59074,30.0,94
59075,30.0,116
59076,68.0,35
59077,30.0,89
59078,30.0,130
59079,30.0,35
59080,64.0,118
59081,30.0,118
59082,162.0,118
59083,162.0,89
59084,55.0,89
59085,30.0,116
59086,30.0,35
59087,30.0,4
59088,30.0,118
59089,30.0,118
59090,30.0,94
59091,30.0,116
59092,68.0,157
59093,30.0,35
59094,30.0,27
59095,30.0,159
59096,64.0,27
59097,30.0,180
59098,30.0,89
59099,30.0,27
59100,30.0,159
59101,30.0,130
59102,179.0,26
59103,30.0,105
59104,179.0,22
59105,30.0,98
59106,30.0,131
59107,179.0,99
59108,165.0,35
59109,122.0,118
59110,122.0,118
59111,122.0,118
59112,34.0,89
59113,152.0,89
59114,122.0,118
59115,127.0,118
